id,i_dialog,i_utterance,speaker,utterance,Expected
1651,152,9,Phoebe,Oh...Who was so stupid and stubborn that she lashed out against    her friend's cooking which she actually thinks is pretty great!,5
1652,152,10,Monica,I'm sorry...,5
1653,152,11,Phoebe,I'm sorry too...,5
1654,152,12,Monica,ooohh... hey! Wanna stick around and I'll whip you up some dinner?,5
1655,152,13,Phoebe,Yeah! As long as it's free! Food here is ridiculously over-p...,5
1656,152,14,Phoebe,Who's hoping the hand raising thing    is still cute enough that you won't hate me?,5
1657,153,0,Rachel,"Hey! Hey!  Hi! Hey-hey-hey, I'm Rachel! From upstairs? The ones with all the pizza?",5
1658,153,1,Caitlin,"Oh, is there a problem?",5
1659,153,2,Rachel,No.,5
1660,153,3,Rachel,No.,5
1661,153,4,Rachel,Every thing's--they're fine.,5
1662,153,5,Rachel,Great pizza.,5
1663,153,6,Rachel,"But it's uh, actually umm my friend Ross.",5
1664,153,7,Rachel,"He uh, just gets really nervous when he's flirting.",5
1665,153,8,Caitlin,Oh my God! That was flirting?!,5
1666,153,9,Rachel,Yeah.,5
1667,153,10,Caitlin,Wow!,5
1668,153,11,Rachel,"I know, I know, but uh just, I'm telling you, once, once you get past that part, that where it-it just feels like you wanna die, he's-he's really a good person.",5
1669,153,12,Caitlin,The guy with the gas?!,5
1670,153,13,Rachel,Yeah.,5
1671,153,14,Rachel,"I'm-I'm telling you he's really sweet and he's really funny and he's just ugh, got a good heart.",5
1672,153,15,Rachel,"And besides, I y'know, I think he really likes you.",5
1673,153,16,Caitlin,Really?!,5
1674,153,17,Rachel,"Well y'know, we have 7 people and like 10 pizzas, what do you think?",5
1675,153,18,Caitlin,"I just, I thought Joey was there.",5
1676,154,0,Phoebe,"Oh well, lost again.  That's it! You and me, outside!",5
1677,154,1,The Lurker,I don't want to see you lose a chunk of that pretty blond hair!,5
1678,154,2,Phoebe,"Be cool!  Okay lady, your lurking days are over!",5
1679,154,3,The Lurker,What?!,5
1680,154,4,Phoebe,"Yeah, from now on everyone you lurk, I'm gonna lurk first!",5
1681,154,5,Phoebe,"You move on to someone else, I'm gonna be one step ahead of you, every single time!",5
1682,154,6,Phoebe,"And then I'll be on your ass every hour of every day 'til Monday, because that's when I go home.",5
1683,154,7,Phoebe,When do you leave?,5
1684,154,8,The Lurker,Also Monday.,5
1685,154,9,Phoebe,What time? Maybe we can share a cab!,5
1686,154,10,Monica,Come in! Come in!  We?re engaged!!!,5
1687,154,11,Rachel,"Ohhh, this is the least jealous I?ve ever been!",5
1688,154,12,Phoebe,"Oh no wait no, this is wrong! Ross isn?t here!",5
1689,154,13,Monica,Oh,5
1690,154,14,Rachel,"Oh hell, he?s done this three times! He knows what its about!",5
1691,154,15,Joey,Yeah!,5
1692,155,0,Joey,"I?m telling ya, you guys are totally getting back together!",5
1693,155,1,Ross,"That?s not true! Her, she doesn?t even know what she wants! Rachel?s still mad about the whole thing.",5
1694,155,2,Chandler,"Okay, then you gotta back away, all right?",5
1695,155,3,Chandler,You don?t need that kind?ve hurt.,5
1696,155,4,Chandler,Take it from a guy who?s never had a long term relationship......,5
1697,155,5,Ross,"I know, but ahhhhhh!! I really wanna go up there and finish that kiss!",5
1698,155,6,Bonnie,Hey!,5
1699,155,7,Chandler,Ahhhh!,5
1700,155,8,Bonnie,"You guys, the water?s great. You should really go in.",5
1701,155,9,Chandler,"Oh, ahh, no thanks, I just had an M&M.",5
1702,155,10,Bonnie,"Okay, well g?night.",5
1703,155,11,Ross,Good night.,5
1704,155,12,Carol,Phoebe hang on a second Ross wants to say something.  What?   You slept with someone else?!,5
1705,155,13,Ross,"We were on a break!!! Okay!!  We were, we were...,  yeah. Where are you? I?ll find you.",5
1706,155,14,Carol,You slept with another woman?,5
1707,155,15,Ross,"Oh, you-you?re-you?re one to talk.",5
1708,156,0,Rachel,"So you guys go, have a really good time.",5
1709,156,1,Ross,"Yeah, I?m just gonna grab my coat.",5
1710,156,2,Ross,"And uh, and my whip.",5
1711,156,3,Ross,Y?know because of the Indiana Jones?,5
1712,156,4,Ross,Not-not because I?m-I?m into S&M.,5
1713,156,5,Ross,I?m not-I?m not into anything weird.,5
1714,156,6,Ross,Y?know?,5
1715,156,7,Ross,Just-just normal sex.,5
1716,156,8,Ross,"So, I?m gonna grab my coat.",5
1717,156,9,Rachel,"So, you had a good day huh? Big commission; picked up a daddy.",5
1718,156,10,Katie,Are you okay with this?,5
1719,156,11,Rachel,"Oh yeah! Yeah please, you guys have fun.",5
1720,156,12,Katie,Okay. It was nice to see you.,5
1721,156,13,Rachel,"Oh and it was great to see you too. And you look fantastic, although you missed a button.",5
1722,156,14,Katie,"Oh umm, actually I umm",5
1723,156,15,Rachel,"Oh okay, I see what you?re doing there.",5
1724,157,0,Rachel,"Here, kitty-kitty. Here kitty-kitty. Where did you go, little kitty-kitty-kitty? Here kitty-kitty-kitty-kitty...",5
1725,157,1,Rachel,Wow.,5
1726,157,2,Ross,Yeah.,5
1727,157,3,Charlie,But maybe we can have dinner later? On the balcony? Will be romantic.,5
1728,157,4,Joey,Will you wear a thong?,5
1729,157,5,Charlie,I will if you will.,5
1730,157,6,Joey,Oh... you got yourself a very weird deal!,5
1731,157,7,Ross,"I'm good, I have dinner plans .",5
1732,157,8,Charlie,So you'll be ok?,5
1733,157,9,Joey,"Yeah, yeah. I've got tons of stuff I could do. I'm gonna hit the beach, go swimming...",5
1734,157,10,Ross,"Uh, Joe, have you looked outside?",5
1735,157,11,Joey,"No, why?",5
1736,157,12,Joey,Oh man!,5
1737,157,13,Charlie,"There's an indoor pool, you can swim there!",5
1738,157,14,Joey,"I wasn't gonna swim, I was gonna dig a hole!",5
1739,158,0,Mark,"...and the style number, and the invoice number, and the shipping date. Good. Any questions so far?",5
1740,158,1,Rachel,Yeah. What kind of discount do we get?,5
1741,158,2,Mark,Twenty percent.,5
1742,158,3,Rachel,Oh!! I love this job!  Wow! My first call.,5
1743,158,4,Mark,"Here, let me.  Rachel Green's line, how may I help you?",5
1744,158,5,Ross,"Hi, is Rachel there?",5
1745,158,6,Mark,And who may I say is calling?,5
1746,158,7,Joey,"Get out of here, really?!",5
1747,158,8,Lauren,Absolutely!,5
1748,158,9,Joey,Yeah?,5
1749,158,10,Lauren,"Oh but then, they went and dropped you down that elevator shaft.",5
1750,158,11,Joey,They gave me the shaft all right.,5
1751,158,12,Lauren,"Oh, you?re so funny. Listen, umm, what are you doing after rehearsals? Do you want to get a drink, or something?",5
1752,158,13,Joey,"Well Ahh,  yeah! Yeah, sure, a drink sounds great.",5
1753,158,14,Lauren,Cool! I-I?ll see you then.,5
1754,158,15,Joey,All right.,5
1755,158,16,The Director,"All right, it?s time to act, my talking props.",5
1756,159,0,Monica,"Hey-hey, how goes the dancing? Gay yet?",5
1757,159,1,Joey,"Ah-ha-ha, you guys owe me big time.",5
1758,159,2,Rachel,What was that?,5
1759,159,3,Joey,What?,5
1760,159,4,Rachel,You just did a little dancy thing.,5
1761,159,5,Joey,No I didn?t.,5
1762,159,6,Monica,Yes you did! You did like a little hop.,5
1763,159,7,Rachel,You are soo enjoying this.,5
1764,159,8,Joey,"No, I?m not! And it wasn?t a hop it was a pademarie.",5
1765,159,9,Monica,You know the words! You are,5
1766,159,10,Joey,"All right, well maybe I?m enjoying it a little bit. I mean I?m getting pretty good at it.",5
1767,159,11,Rachel,"Ooh, this is soo sweet, Joey our little twinkle-toes.",5
1768,159,12,Joey,"Hey-hey, hold on, this isn?t some kind of like girly dance. All right, it?s like a sport, it?s manly!",5
1769,159,13,Monica,"All right, then show me some manly moves.",5
1770,159,14,Joey,All right.,5
1771,159,15,Joey,I don?t know how to lead.,5
1772,160,0,Chandler,Hey.,5
1773,160,1,Joey,Hey.,5
1774,160,2,Chandler,"I was just at the bank, and there was this really hot teller, and she didn?t ask me to go do it with her in the vault.",5
1775,160,3,Joey,"Same kind of thing happened to me! Woman pizza delivery guy come over, gives me the pizza, takes the money, and leaves!",5
1776,160,4,Chandler,"What, no, ""Nice apartment, I bet the bedrooms are huge?""",5
1777,160,5,Joey,Noo! Nothing!,5
1778,160,6,Chandler,"Y?know what, we have to turn off the porn.",5
1779,160,7,Joey,I think you?re right.,5
1780,160,8,Chandler,"All right, ready?",5
1781,160,9,Joey,One.,5
1782,160,10,Chandler,Two.,5
1783,160,11,Joey,That?s kinda nice.,5
1784,160,12,Chandler,"Yeah, that?s kinda a relief.",5
1785,160,13,Joey,Yeah.,5
1786,160,14,Chandler,You wanna see if we still have it?,5
1787,160,15,Joey,Yeah.,5
1788,160,16,Chandler,FREE PORN!!!,5
1789,160,17,Joey,Yeah!!,5
1790,160,18,Chandler,We have free porn here!!!,5
1791,161,0,Richard,"So when people complement me on my cooking should I, what do I say?",5
1792,161,1,Monica,"You say ?Thank you very much,? and then you buy me something pretty.",5
1793,161,2,Monica,"Come on, we?re gonna put are hands in this bowl, and we?re gonna start squishing the tomatoes.",5
1794,161,3,Richard,"Ew, this feels very weird.",5
1795,161,4,Monica,You touch people?s eyeballs every day and this feels weird.,5
1796,161,5,Richard,"Yeah, well, sure I touch them, but I spent years learning not to squish them.  That?s my hand.",5
1797,161,6,Monica,Oops.,5
1798,161,7,Richard,Okay.,5
1799,161,8,Monica,Gotta keep squishing.,5
1800,161,9,Richard,Tomatoes are squishing.,5
1801,161,10,Monica,Okay.,5
1802,161,11,Richard,Op.,5
1803,161,12,Monica,"Oh, gosh, you got some on your shirt.",5
1804,161,13,Richard,Yeah.,5
1805,161,14,Monica,"Hold on a second, just put a little club soda on it  and it should umm, be.....",5
1806,161,15,Richard,What?,5
1807,161,16,Monica,"Umm, you?ve got some on your pants.",5
1808,161,17,Richard,I?ll just throw them out.,5
1809,162,0,Pete,So? I mean have you thought about it?,5
1810,162,1,Monica,Okay. Here?s the thing.,5
1811,162,2,Pete,"Oh no, not the thing. I hate the thing. What?s the thing?",5
1812,162,3,Monica,"I can?t do it. I?m sorry, I wish I could, but umm, see you have these feelings for me....",5
1813,162,4,Pete,"Wait, wait, wait, wait, that?s-that?s what you?re worried about? If that?s the problem, we?ve got no problem.",5
1814,162,5,Monica,Huh?,5
1815,162,6,Pete,"No! Look, I was gonna tell you this over dinner, but I met somebody else. On my trip.",5
1816,162,7,Monica,Oh?,5
1817,162,8,Pete,"Her name?s Ann, she?s a journalist.",5
1818,162,9,Pete,"Ahh, we met on the plane.",5
1819,162,10,Pete,"She asked me if she could finish off my peanuts, I thought she said something else, we had a big laugh.",5
1820,162,11,Pete,"Yeah, I just, I mean I got, I got tired of waiting.",5
1821,162,12,Monica,"Oh, that?s great! I mean I?m-I?m sorry, but I?m so happy for you. And now I can work for you!",5
1822,162,13,Pete,I guess you can.,5
1823,162,14,Monica,"Oh my God! Oh, this is incredible! Ohh!  All right, y'know what? I?m just gonna roll right into that office and-and quit!",5
1824,162,15,Pete,All right.,5
1825,162,16,Monica,Okay.  Can you give me a little push?,5
1826,162,17,Phoebe,"Well look, if I wanted to see a fireman, I would date one. Okay?",5
1827,163,0,Monica,Two hundred.,5
1828,163,1,Phoebe,Thank you!,5
1829,163,2,Monica,"That?s it. I?m done. I don?t care when the baby comes, no more betting.",5
1830,163,3,Phoebe,Okay.,5
1831,163,4,Monica,Hello?  Uh-huh.  Uh-huh.  Okay.  I guess we can bet one more time.,5
1832,163,5,Phoebe,Is Rachel having the baby?,5
1833,163,6,Monica,How did you know that?!  Joey! Chandler!! It?s time!,5
1834,163,7,Phoebe,They?re at the coffeehouse.,5
1835,163,8,Monica,You know everything!!,5
1836,163,9,Monica,"Oh wait, double or nothing.",5
1837,163,10,Monica,I bet you the baby is over seven pounds.,5
1838,163,11,Monica,I bet you it has hair.,5
1839,163,12,Monica,I bet you it?s a girl.,5
1840,163,13,Phoebe,We know it?s a girl!,5
1841,163,14,Monica,I?ll give you really good odds.,5
1842,164,0,Chandler,"Gee, Monica, what's in the bag?",5
1843,164,1,Monica,"I don't know, Chandler. Let's take a look.",5
1844,164,2,Phoebe,"Oh, it's like a skit.",5
1845,164,3,Monica,"Why, it's dinner for six. 5 steaks, and an eggplant for Phoebe.",5
1846,164,4,Ross,Whoo!,5
1847,164,5,Phoebe,Cool.,5
1848,164,6,Monica,"Yeah, we switched meat suppliers at work, and the new guys gave me the steaks as sort of a thank you.",5
1849,164,7,Ross,"But wait, there's more. Hey, Chandler, what is in the envelope?",5
1850,164,8,Chandler,"By the way, this didn't seem so dorky in the hall.",5
1851,164,9,Ross,Come on.,5
1852,164,10,Chandler,"Why, it's six tickets to Hootie and the Blowfish!  The Blowfish!",5
1853,164,11,Monica,There's nothing to tell! He's just some guy I work with!,5
1854,164,12,Joey,"C'mon, you're going out with the guy! There's gotta be something wrong with him!",5
1855,164,13,Chandler,"All right Joey, be nice.",5
1856,164,14,Phoebe,"Wait, does he eat chalk?",5
1857,164,15,Phoebe,"Just, 'cause, I don't want her to go through what I went through with Carl- oh!",5
1858,164,16,Monica,"Okay, everybody relax. This is not even a date. It's just two people going out to dinner and- not having sex.",5
1859,164,17,Chandler,Sounds like a date to me.,5
1860,165,0,Chandler,"Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!",5
1861,165,1,Monica,"Alright, well I'm tearing the lettuce.",5
1862,165,2,Interviewer,Uh-huh. Is it dirty?,5
1863,165,3,Monica,"Oh-oh, no no don't worry, I'm gonna wash it.",5
1864,165,4,Interviewer,"Don't, I like it dirty.",5
1865,165,5,Monica,That's your call.,5
1866,165,6,Interviewer,"So, uh, what are you going to do next?",5
1867,165,7,Monica,"Well, I thought that I would cut up the tomatos.",5
1868,165,8,Interviewer,"Are they, uh, firm?",5
1869,165,9,Monica,They'r alright.,5
1870,165,10,Interviewer,"You sure they haven't gone bad? You're sure they're not very, very bad?",5
1871,165,11,Monica,"No really, they're OK.",5
1872,165,12,Interviewer,You gonna slice them up real nice?,5
1873,165,13,Monica,"Actually, I was gonna do them jullienne.",5
1874,165,14,Interviewer,Aaaahhhhhhh.,5
1875,165,15,Monica,I'm outa here. [Monica leaves],5
1876,166,0,Monica,Hey!  It?s me. Mon-i-ca! Can I just tell you how proud I am of you.,5
1877,166,1,Pete,"It would be nice after hearing 20,000 people chant ?You suck!?",5
1878,166,2,Monica,"I mean I-I thought you were nuts at first, but you-you did it. And now you can just look back at this thing with no regrets.",5
1879,166,3,Pete,"What, look back?",5
1880,166,4,Monica,"Well, you?re not gonna get going are you?",5
1881,166,5,Pete,Well let me ask you a question. Am I the Ultimate Fighting Champion?,5
1882,166,6,Monica,"Well, no. But...",5
1883,166,7,Pete,Well I?m not gonna stop until I?m the Ultimate Fighting Champion.,5
1884,166,8,Monica,That guy stood on your neck until you passed out!,5
1885,166,9,Pete,Let me tell you a story.,5
1886,166,10,Pete,"When I set out to create Moss 865, do you think it just happened overnight?",5
1887,166,11,Pete,No.,5
1888,166,12,Pete,"There was Moss 1, that burnt down my Dad?s garage, there was Moss 2 that would only schedule appointments in January, and 862 others that I learned from, just like I learned from this fight, never to let a guy stand on my neck.",5
1889,166,13,Monica,You didn?t know that already?,5
1890,166,14,Pete,"Look, I?m gonna get better. Okay? I promise you.",5
1891,166,15,Monica,"Okay, just get a lot better.  Fast.",5
1892,167,0,Phoebe,Hey Ross!,5
1893,167,1,Phoebe,"So listen, about you and the dinosaur girl, are you    really just gonna let a couple of Nobel prizes scare you off?",5
1894,167,2,Phoebe,"What is that,    come on, a piece of paper?",5
1895,167,3,Ross,"It's actually a 1,000,000$ prize.",5
1896,167,4,Phoebe,Go Charlie!,5
1897,167,5,Phoebe,"But my point is, ok so she dated them but she also    broke up with them.",5
1898,167,6,Phoebe,"Maybe she's looking to, you know, slum it with some average    Joe Phd.",5
1899,167,7,Ross,"Yeah, maybe.",5
1900,167,8,Ross,I do have my whole career in front of me.,5
1901,167,9,Ross,"I mean,    I can still win a Nobel prize.",5
1902,167,10,Ross,Although the last two papers I've written were    widely discredited.,5
1903,167,11,Phoebe,"You're so much more than just brains! You're sweet, and kind,    and funny...",5
1904,167,12,Ross,And sexy.,5
1905,167,13,Phoebe,Ok well give her a chance to see all of that!,5
1906,167,14,Ross,"Yeah, you're right, thanks Pheebs, I'm gonna go find her.",5
1907,167,15,Ross,Actually ummˇ,5
1908,168,0,Phoebe,"?Crazy underwear, creepin? up my butt.  Crazy underwear, always in a rut. Crazy under--wear??",5
1909,168,1,Jason,Hey. I was,5
1910,168,2,Joey,Better?,5
1911,168,3,Kate,"Yeah! Yeah, it was definitely an improvement. G?night.",5
1912,168,4,Joey,"Ah, Kate?",5
1913,168,5,Kate,Yeah?,5
1914,168,6,Joey,"You ah, you forgot your shoes.",5
1915,168,7,Kate,I?m probably gonna need those. Huh?,5
1916,168,8,Joey,"Hey, listen you ah....",5
1917,168,9,Kate,Hmm?,5
1918,168,10,Joey,...feel like getting a cup of coffee?,5
1919,168,11,Kate,Umm.,5
1920,168,12,The Director,Kate?,5
1921,168,13,Kate,Yep.,5
1922,168,14,The Director,You ready to go?,5
1923,168,15,Kate,Yeah.,5
1924,168,16,The Director,Very nice. Very nice.,5
1925,168,17,Kate,"So umm, I?ll see you tomorrow, huh?",5
1926,168,18,Joey,"Yeah, yeah sure, goodnight.",5
1927,169,0,Joey,"Rach! Rachel! Okay, the next highest bidder is at table one.",5
1928,169,1,Rachel,Oh great!,5
1929,169,2,Joey,Oh and uh the guy who got the Paris trip is at table four.,5
1930,169,3,Phoebe,"Oh, okay.",5
1931,169,4,Rachel,Why do you care about the guy who won the Paris trip?,5
1932,169,5,Phoebe,"It?s a trip for two!  Excuse me.  Excuse me, is the person who won the Paris trip at this table?",5
1933,169,6,Phoebe,"Oh, en chante.",5
1934,169,7,Joey,"Uhh, excuse me is there a Mr. Bowmont at this table?",5
1935,169,8,Mr. Bowmont,That?s me.,5
1936,169,9,Joey,"Ahh, yes.",5
1937,169,10,Rachel,"Oh well, hello.",5
1938,169,11,Rachel,"This is your lucky day Mr. Bowmont, the uh gentleman day sailer as just become available again and I believe that you made a bid of $18,000.",5
1939,169,12,Joey,You-you have to pay that! It?s not just a guess.,5
1940,169,13,Rachel,Okay. Okay.,5
1941,169,14,Mr. Bowmont,I was actually relieved uh I didn?t win the boat. My wife would?ve killed me.,5
1942,169,15,Rachel,Ohh,5
1943,169,16,Joey,"Alright, alright, hey y?know fair is fair,  if you?re right, you?re right, what can I say, but hey oh no!",5
1944,169,17,Joey,"Hey, now you?re the one who wet his pants.",5
1945,170,0,Phoebe,Hey!,5
1946,170,1,Phoebe,I?ve got a great idea for party favors for the shower.,5
1947,170,2,Phoebe,"Okay, we get some uh mahogany boxes and carve everyone?s names in them and inside is everyone?s individual birth stone.",5
1948,170,3,Rachel,"Okay. Okay. All right, you take care of that. And meanwhile, the party is tomorrow and we still don?t have a guest list.",5
1949,170,4,Phoebe,"Okay. Okay! Well okay, who do we know that?s coming? Me. Are you?",5
1950,170,5,Monica,Hey!,5
1951,170,6,Phoebe,Hey!,5
1952,170,7,Rachel,Hey! What?s up Mon?,5
1953,170,8,Monica,"Well uh, I?m trying to make something for Joey. Do you mind if I raid your fridge?",5
1954,170,9,Rachel,Have at it.,5
1955,170,10,Monica,"Okay.  All right, turkey. Eh, that won?t work. Cheese?  That won?t work. Olive loaf?  I hope that won?t work.",5
1956,170,11,Rachel,Are you makin? him a sandwich?,5
1957,170,12,Monica,"No it?s umm, more like a wrap. Okay so uh, I?m gonna go guys.",5
1958,170,13,Rachel,Okay.,5
1959,170,14,Monica,I guess you can get back to deciding on what to get me for a present!,5
1960,170,15,Rachel,We have to get her a present?!,5
1961,170,16,Phoebe,Okay but look! Look at what I got! It?s her address book!  We have a guest list!,5
1962,170,17,Rachel,Oh my God you?re amazing! Did you just pull that out of her purse?,5
1963,170,18,Phoebe,"Uh-huh, and a little seed money for the party.",5
1964,171,0,Phoebe,"Oh wow, three hours and still no baby. Ugh, the miracle of birth sure is a snooze fest.",5
1965,171,1,Monica,"Hey, you wanna see something?",5
1966,171,2,Phoebe,Sure! What?,5
1967,171,3,Monica,"Umm, this is going to be fun. Watch me freak out Chandler. Honey?",5
1968,171,4,Chandler,Yeah?,5
1969,171,5,Monica,"Listen uh, I-I?ve been doing some thinking, and I don?t know whether it?s because we?re here or Rachel?s giving birth but umm, I think we should try to have a baby.",5
1970,171,6,Chandler,Okay.,5
1971,171,7,Monica,What-what-what?s that now?!,5
1972,171,8,Chandler,"Okay. I?ve been thinking about it too, and I, I think we?re ready.",5
1973,171,9,Monica,What?! Are you kidding me?! You-you-you think we?re ready to have a baby now?!,5
1974,171,10,Phoebe,"Oh, this is fun.",5
1975,171,11,Joey,You?re ready to have a baby? My boy?s all grown up!,5
1976,171,12,Chandler,But you said you were ready too.,5
1977,171,13,Monica,Yeah but I was just screwing with you to try to get your voice all high and weird like mine is now!,5
1978,171,14,Chandler,"Yes, but haven?t you wanted a kid like forever?",5
1979,171,15,Monica,"Okay, just back off mister! Whoa.  ?Cause I",5
1980,171,16,Joey,What?! Are you crazy?!,5
1981,171,17,Monica,That?s it! Right there! Is all I wanted!,5
1982,172,0,Kristen,"I?I uh, actually just moved from four blocks over.",5
1983,172,1,Ross,Ah.,5
1984,172,2,Kristen,But-but this block is like a whole other world.,5
1985,172,3,Ross,Y?know actually it does have a very interesting history.,5
1986,172,4,Ross,"Uh, this street is the first street in the city to have an underground sewer system.",5
1987,172,5,Ross,Before that sewage and waste would just flow right down the street.,5
1988,172,6,Ross,"Yeah, sometimes ankle deep!",5
1989,172,7,Chandler,Smooth.,5
1990,172,8,Kristen,Excuse me?,5
1991,172,9,Ross,"Umm, say you?re gonna be starving after all this moving. What do you say I take you to dinner tonight?",5
1992,172,10,Kristen,Oh I?d like that.,5
1993,172,11,Ross,Yeah?,5
1994,172,12,Kristen,Yeah.,5
1995,172,13,Ross,"Great! Uh, let me take this up for you.",5
1996,172,14,Kristen,After you.,5
1997,172,15,Ross,"Oh no-no, after you.   Oh my God!",5
1998,173,0,Phoebe,"Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things.",5
1999,173,1,Phoebe,Y'know?,5
2000,173,2,Phoebe,"Like, the phone rings and she takes a shower.",5
2001,173,3,Roger,That's pretty much it.,5
2002,173,4,Phoebe,Oops!,5
2003,173,5,Roger,"But you tell it really well, sweetie.",5
2004,173,6,Phoebe,"Thanks. Okay, now go away so we can talk about you.",5
2005,173,7,Roger,Okay. I'll miss you.,5
2006,173,8,Phoebe,Isn't he great?,5
2007,173,9,Rachel,He's so cute! And he seems to like you so much.,5
2008,173,10,Phoebe,"I know, I know. So sweet... and so complicated. And for a shrink, he's not too shrinky, y'know?",5
2009,173,11,Monica,"So, you think you'll do it on his couch?",5
2010,173,12,Phoebe,"Oh, I don't know, I don't know. I think that's a little weird, y'know? Vinyl.",5
2011,173,13,Rachel,Okaaay.  Any of you guys want anything else?,5
2012,173,14,Chandler,"Oh, yes, could I have one of those.",5
2013,173,15,Rachel,"No, I'm sorry, we're all out of those. Anybody else?",5
2014,174,0,Joey,Of course it was a line!,5
2015,174,1,Monica,"Why?! Why? Why, why would anybody do something like that?",5
2016,174,2,Ross,I assume we're looking for an answer more sophisticated than 'to get you into bed'.,5
2017,174,3,Phoebe,"Oh no, don't hate, you don't want to put that out into the universe.",5
2018,174,4,Monica,Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear?,5
2019,174,5,Phoebe,"All right, c'mere, gimme your feet.",5
2020,174,6,Monica,"I just thought he was nice, y'know?",5
2021,174,7,Joey,I can't believe you didn't know it was a line!,5
2022,174,8,Rachel,Guess what?,5
2023,174,9,Ross,You got a job?,5
2024,174,10,Chandler,...That's it. I'm getting cigarettes.,5
2025,174,11,All,No no no!,5
2026,174,12,Chandler,"I don't care, I don't care!",5
2027,174,13,Chandler,Game's over!,5
2028,174,14,Chandler,I'm weak!,5
2029,174,15,Chandler,I've gotta smoke!,5
2030,174,16,Chandler,I've gotta have the smoke!,5
2031,174,17,Phoebe,If you never smoke again I'll give you seven thousand dollars!,5
2032,174,18,Chandler,"Yeah, alright.",5
2033,175,0,Doug,Bing!,5
2034,175,1,Doug,"Read your Computech proposal, a real homerun.",5
2035,175,2,Doug,Ooh.,5
2036,175,3,Doug,"Barely got ya that time, get over here.",5
2037,175,4,Doug,Come on.,5
2038,175,5,Doug,Wham!,5
2039,175,6,Doug,Good one.,5
2040,175,7,Doug,That was a good one.,5
2041,175,8,Doug,Keep at it team.,5
2042,175,9,Chandler,What is with him?,5
2043,175,10,Phil,"With him? You?re is favourite, you?re his guy!",5
2044,175,11,Stevens,We never get smacked.,5
2045,175,12,Chandler,"Well, that?s not true, he-he smacked you once.",5
2046,175,13,Phil,"Not on purpose, he ricocheted of you and got me.",5
2047,175,14,Stevens,"I?m telling you, I need some smacks. I got a kid starting Dartmouth in the fall.",5
2048,175,15,Doug,Dartmouth? Who went to Dartmouth? Dartmouth sucks. Did you go to Dartmouth Bing?,5
2049,175,16,Chandler,No sir.,5
2050,175,17,Doug,There you go.,5
2051,176,0,Monica,Hey! My first review is out!,5
2052,176,1,Phoebe,"Ohh! Oh, the Chelsea Reporter, ohh, this used to keep me so warm.",5
2053,176,2,Monica,"All right, look at my on the back page.",5
2054,176,3,Ross,Everything? Even the TV?,5
2055,176,4,Joey,No! I?m putting that in my room.,5
2056,176,5,Ross,"Listen, Joey, I know what he did was wrong but don?t you think you could at least hear the guy out?",5
2057,176,6,Joey,"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?",5
2058,176,7,Ross,"That?s a good point. So uh, how long are you gonna punish him?",5
2059,176,8,Joey,Five years.,5
2060,176,9,Ross,You?ve sentenced him?!,5
2061,176,10,Joey,Hey! Don?t do the crime if you can?t do the time.,5
2062,176,11,Ross,"Joey, the guy?s your best friend.",5
2063,176,12,Joey,"No,",5
2064,176,13,Ross,"Oh, who? Me?",5
2065,176,14,Joey,Yeah!,5
2066,176,15,Ross,Wow! I?m honored! And y?know what I?m gonna do as my first act as your best friend?,5
2067,176,16,Joey,What?,5
2068,176,17,Ross,I?m gonna get you to talk to Chandler.,5
2069,176,18,Joey,All right. But if you weren?t my best friend.,5
2070,177,0,Rachel,"?Okay.  Okay, daddy we?ll see you tomorrow night.  Okay bye-bye.?",5
2071,177,1,Ross,We?,5
2072,177,2,Rachel,"Are ah, having dinner with my Dad tomorrow night, I hope that?s okay.",5
2073,177,3,Ross,"Oh shoot, tomorrow?s not so good, I?m supposed to um, fall off the Empire State building and land on a bicycle with no seat.",5
2074,177,4,Ross,Sorry.,5
2075,177,5,Janice,Janice has a question. Who of the six of you has sleep with the six of you?,5
2076,177,6,Phoebe,"Wow, it?s like a dirty math problem.",5
2077,177,7,Ross,I?m sorry the answer there would be...none of us.,5
2078,177,8,Janice,"Come on over the years none of you ever y'know, got drunk and stupid.",5
2079,177,9,Joey,"Well, that?s really a different question.",5
2080,177,10,Janice,I?m sorry I find it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies.,5
2081,177,11,Joey,"Well, there was that one time that Monica and Rachel got together.",5
2082,177,12,Monica and Rachel,What?!!,5
2083,177,13,Rachel,"Excuse me, there was no time!",5
2084,177,14,Joey,"Okay, but let?s say there was. How might that go?",5
2085,177,15,Janice,"Okay, okay, well then answer me this. Has any of you ever.... almost?",5
2086,177,16,Rachel,Does anybody need more coffee?,5
2087,177,17,Ross,"Yeah, I?ll take some.",5
2088,177,18,Joey,"Hey, there?s a dog out there!",5
2089,178,0,Jill,That he wouldn?t pay for my lawyer!,5
2090,178,1,Jill,Then he told me to come here and learn about the value of money from the one daughter he?s actually proud off.,5
2091,178,2,Rachel,Oh! Did you hear that?! My dad?s proud of me! My dad?s proud of me.,5
2092,178,3,Monica,Rach?,5
