"speaker","utterance","emotion","annotation"
"Ross","Ooh, y'know, they-they had some with fringe all down the sides.","joy","2300000"
"Ross","I'm gonna go kiss Ben goodnight.","joy","2300000"
"Ross","I can't believe he thinks I'm a cowboy.","non-neutral","1200020"
"Ross","I would make a good cowboy.","joy","2300000"
"Monica","Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.","neutral","5000000"
"Chandler","Oh yeah, me too. Y'know if this shirt is dirty.  Yep.","neutral","5000000"
"Ross","No you didn't. You said you would, but you never did!","non-neutral","2000201"
"Chandler","Oh yeah!","surprise","0100040"
"Joey","Great nap.","neutral","3200000"
"Ross","It really was.","neutral","3200000"
"Joey","Uh me? Gay? No! No. No, but I have a number of close friends who are.","non-neutral","1002020"
"The Interviewer","So, lets talk about women. Im sure our female readers will be interested to know about your romantic life.","neutral","5000000"
"Joey","Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin?""","neutral","5000000"
"Phoebe","Oh, please!","disgust","0000104"
"Joey","Hey, how you doin?","neutral","4000010"
"Phoebe","Hey Mikey","neutral","3200000"
"Mike","Hey P","neutral","3200000"
"Phoebe","What are you doing?","neutral","3000020"
"Mike","Setting rat traps.","neutral","4000100"
"Phoebe","To kill Bob??","surprise","0001031"
"Mike","No, no, to test his neck strength.","neutral","3100100"
"Phoebe","No, Mike, I don't want to kill him!","non-neutral","0012011"
"Phoebe","I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.","non-neutral","1012010"
"Mike","Ok, ok, I'll throw away the traps.","neutral","3000002"
"Phoebe","I'll find Bob, I'll get him.","neutral","3001100"
"Phoebe","Bob?","fear","2003000"
"Phoebe","Bob!","non-neutral","2002010"
"Phoebe","Robert!","non-neutral","1001120"
"Phoebe","Oh wait, I think I hear him.","non-neutral","1200020"
"Phoebe","Oh - Oh my god!","surprise","0000050"
"Phoebe","Bob    had babies!","surprise","0200030"
"Phoebe","Bob's a mom!","surprise","0200030"
"Mike","Better think of a new name for him.","non-neutral","2100002"
"Phoebe","I don't know, I kinda like Bob for a girl.","neutral","3100010"
"Mike","I don't know, I mean I'm not sure  ...","neutral","4000001"
"Phoebe","Oh my god, we killed Bob!","non-neutral","0021020"
"Mike","Maybe it wasn't Bob, maybe it was a mouse.","neutral","4001000"
"Phoebe","Suzie?","neutral","4001000"
"Joey","Hmmm, soup!","joy","0400010"
"Carol","Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?","neutral","5000000"
"Joey","Oh yeah, no problem.","neutral","5000000"
"Carol","Thanks.","neutral","4100000"
"Joey","Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.","sadness","1040000"
"Ross","Joey!","surprise","0000140"
"Monica","What one? You wanted him to invite you to the party and he did it!","surprise","1000130"
"Rachel","Yeah, but he waited until the last minute!","anger","0000320"
"Rachel","So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.","anger","0100301"
"Rachel","I said, ""No!""","anger","0000500"
"Rachel","Which puts","neutral","4000010"
"Monica","Great. So the ball is in his court?","non-neutral","2200010"
"Rachel","Ball? There is no ball.","non-neutral","2000012"
"Danny","Oh, hey Rach! I thought we said seven?","surprise","2000030"
"Rachel","Yeah uh, y'know what uh, let's skip it.","neutral","4010000"
"Danny","What?! Why?!","surprise","0000140"
"Rachel","Umm, you-you and your sister seem to have umm, a very special bond, and","neutral","4000001"
"Danny","Oh great! That","non-neutral","2000111"
"Rachel","Well, okay, look. I don't know, listen, I don't know what's going on here but let's","neutral","3011000"
"Danny","Do-do you, do you have brothers?","neutral","3000110"
"Rachel","No, I have two sisters. But one of them has a very masculine energy.","neutral","5000000"
"Danny","Are you close with them?","neutral","5000000"
"Rachel","No-no, they're not very nice people.","neutral","3010001"
"Danny","Okay, listen, I really like you.","neutral","5000000"
"Danny","Okay?","neutral","5000000"
"Danny","I think this can go somewhere.","neutral","5000000"
"Danny","So what if I'm close to my family, are you gonna let that stand in the way of us?","neutral","4000100"
"Rachel","Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of","neutral","4001000"
"Krista","Danny! Hurry up! The bath is getting cold!","neutral","3100100"
"Danny","What?","surprise","1000130"
"Rachel","Yeah, okay, I'll see you later.","neutral","3000101"
"Ross","Its over.","non-neutral","1010201"
"Rachel","Oh, was it awful?","non-neutral","2001020"
"Ross","Well, it was loong.","non-neutral","2020001"
"Ross","I didnt even realise how late it was, until I noticed the 5 oclock shadow on her head.","neutral","3010010"
"Ross","Anyway, she didnt want to stay.","sadness","2030000"
"Ross","I called a cab; she just left.","neutral","3020000"
"Rachel","I wrote you a letter.","neutral","5000000"
"Ross","Ohh! Thank you! I like mail.","joy","0400010"
"Rachel","Its just some things Ive been thinking about.","neutral","3002000"
"Rachel","Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.","neutral","3002000"
"Ross","Okay.  Wow, its-its 5:30 in the morning.  So, Id better get cracking on this baby.","neutral","3000020"
"Rachel","Well, Ill be waiting for you, just come up when youre done.","neutral","4010000"
"Ross","Okay, Ill be up in,  18 pages. Front and back. Very exciting.","non-neutral","0210011"
"Monica","The waiter carried the breadsticks in his pants!","non-neutral","0100121"
"Allesandro","Well, you said that we except the","neutral","3001010"
"Monica","All right, that Ill retract.","neutral","4010000"
"Monica","But I stand by my review, I know food and that wasnt it.","disgust","0000005"
"Monica","Youre marinara sauce tasted like tomato juice!","disgust","0000014"
"Monica","You should serve it with vodka and a piece of celery.","disgust","1000004"
"Allesandro","Hey! Im proud of that sauce, its delicious.","anger","0000320"
"Monica","Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?","surprise","0000032"
"Allesandro","Lebanon.","neutral","5000000"
"Monica","Hand me those tomatoes, Im gonna show you what it should taste like! Come on, hand me them.","non-neutral","1100201"
"Allesandro","How long is this gonna take? Cause I got another critic to go yell at.","neutral","3100100"
"Phoebe","Okay, then what happened?","neutral","5000000"
"Phoebe","Ohh. Uh-huh. Uh-huh.  You'll get your turn!","non-neutral","2000201"
"Ross","Hey Pheebs, what's going on?","neutral","4000010"
"Phoebe","Nothing!   This is not over!","anger","0000500"
"Ross","No! No! No!","anger","0000401"
"Phoebe","What?!","surprise","0000050"
"Ross","I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in  Actually, thanks!","non-neutral","1000202"
"Joey","All right! Everybody ready to go to the movies?","neutral","3200000"
"Ross","Uh actually, I think I'm gonna skip it.","sadness","1040000"
"Joey","Really?","surprise","0000050"
"Ross","Yeah, I'm gonna stay and read my book. I just wanna be alone right now.","sadness","2030000"
"Joey","Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.","neutral","3010010"
"Ross","That's okay, Joe.","neutral","4010000"
"Joey","All right, let's go Pheebs.","neutral","5000000"
"Ross","Oh God!","surprise","0000131"
"Chandler","That was amazing.","joy","0500000"
"Monica","I know.","neutral","4100000"
"Monica","Hey, do you realize we may have just changed our lives forever?","joy","0300020"
"Monica","We may have just started a family.","joy","1300010"
"Monica","Nine months from now we can be here, having our own baby.","joy","0300020"
"Chandler","And if not, we got to do it on a bucket.","neutral","3100001"
"Chandler","Ross! You gotta stop! Okay?! You cant just stare through the peep hole for three hours! Youre gonna get peep eye!","non-neutral","1000022"
"Ross","I knew it!","surprise","0000230"
"Ross","I knew it!","non-neutral","0010220"
"Ross","I always knew she liked him!","non-neutral","0110210"
"Ross","Y'know, shed say no, but here we are!","non-neutral","0000221"
"Ross","Right?","neutral","3001010"
"Ross","We just broke up, first thing she does!","non-neutral","0010211"
"Chandler","You didnt just break up.","neutral","5000000"
"Ross","Hey, its been like three weeks!","anger","0010310"
"Chandler","You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!","disgust","2000003"
"Monica","Thats Bill Clinton.","neutral","4000001"
"Chandler","Whos he huggin?","neutral","3000020"
"Monica","Oh my God! Thats Pete! But why is Bill huggin Pete?","surprise","0000050"
"Chandler","This guy invented Moss 865! Every office in the world uses that program!","non-neutral","1110020"
"Rachel","We use it!!","joy","0300020"
"Chandler","There you go!!","joy","0300020"
"Rachel","Oh my God, Monicas gonna go out with a millionaire.","surprise","0100040"
"Monica","Im not gonna go out with him.","neutral","5000000"
"Rachel","Oh my God, I cant believe this is a real $20,000 check, oh this is just so exciting.","surprise","0200030"
"Monica","Or incredibly offensive.","non-neutral","2000102"
"Rachel","Oh yeah, sure, that too.","neutral","5000000"
"Chandler","What?","neutral","3000020"
"Ross","Hey, so uh, y'know how there's something I wanted to talk to you about?","neutral","3002000"
"Rachel","Oh yeah!","non-neutral","1200020"
"Ross","Well, y'know how I'm trying to work things out with Emily.","non-neutral","2021000"
"Ross","Well, there's this one thing Okay,  here goes.","neutral","3011000"
"Ross","I made a promise that--Oh hey!","surprise","1000040"
"Rachel","What?","neutral","3000011"
"Ross","You're nose is bleeding!","surprise","1001030"
"Rachel","Oh God.","non-neutral","0002012"
"Rachel","No!","non-neutral","0002102"
"Rachel","Oh not again!","anger","0001301"
"Rachel","This-this happened when my grandfather died.","sadness","0031001"
"Rachel","It's ugh!","disgust","0000203"
"Rachel","Sorry.","sadness","0040001"
"Rachel","Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?","neutral","3020000"
"Ross","Umm","neutral","5000000"
"Rachel","Sorry. Sorry.","sadness","1040000"
"Ross","Okay, I uh, I can't see you anymore.","sadness","1040000"
"Rachel","Yeah, I know. It's ridiculous! I can't see you either.","non-neutral","0010112"
"Monica","Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!","non-neutral","0001220"
"Rachel","Hello, Chip.","neutral","5000000"
"Chip","Hey, Rach! How ya doin?","non-neutral","2200010"
"Rachel","Im great! Im great. Ive got a great job at","joy","0500000"
"Chip","So ah, Monica ready yet?","neutral","5000000"
"Rachel","Shell be out in a second. So, Chip, hows umm, Amy Welch?","neutral","5000000"
"Chip","Amy Welch? Wow! I havent seen her since... So, Monica about ready?","surprise","1001030"
"Ross","Thats right, I love you! And-and Im gonna play with you all the time.","joy","1400000"
"Phoebe","How can you let him talk to your crotch like that?","surprise","0000032"
"Rachel","Hes talking to the baby.","neutral","4000010"
"Phoebe","Ohh!","surprise","0000050"
"Phoebe","Okay!","surprise","2000030"
"Phoebe","Okay, cause when-when he said, ""I cant wait to hear your first words,"" I thought, ""Theres a trick.""","surprise","2000030"
"Rachel","Okay. Well, I gotta go you guys. Ill see you later.","neutral","5000000"
"Phoebe","Okay.","neutral","5000000"
"Joey","Oh my, oh my God!","surprise","0000050"
"Rachel","Aw, its unbelievable!","surprise","0000050"
"Rachel","Wow!","surprise","0000050"
"Rachel","She is kicking so much!","surprise","0100040"
"Rachel","Oh, shes like ummohwhos that kind of annoying girl soccer player?","joy","2300000"
"Joey","Mia Hamm?","neutral","4100000"
"Rachel","Mia Hamm!","non-neutral","2200010"
"Joey","Oh thats amazing.","non-neutral","1200020"
"Rachel","Oh-oh!! One hand on the sheet Joe!","surprise","0101030"
"Joey","Whoa-hey-oh! Sorry!","surprise","1001030"
"Chandler","Okay, what do you guys think?","neutral","4100000"
